name,url,remote_testing,adaptive_irt,test_types,test_types_list,category,test_types_full,inferred_roles,embedding_text
Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Java Design Patterns (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Java Frameworks (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Java Platform Enterprise Edition 7 (Java EE 7). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Java Web Services (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: JavaScript (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Jenkins (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Job Control Language (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: jQuery (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Kubernetes (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Linux Administration (New),https://www.shl.com/products/product-catalog/view/linux-administration-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Linux Administration (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Linux Operating System. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Linux Programming (General). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Load Runner (New),https://www.shl.com/products/product-catalog/view/load-runner-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Load Runner (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Management Scenarios,https://www.shl.com/products/product-catalog/view/management-scenarios/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],['General'],Assessment Name: Management Scenarios. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as General
Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],"['Manager', 'Team Lead']","Assessment Name: Managerial Scenarios Candidate Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Manager, Team Lead"
Managerial Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],"['Manager', 'Team Lead']","Assessment Name: Managerial Scenarios Narrative Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Manager, Team Lead"
Managerial Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],"['Manager', 'Team Lead']","Assessment Name: Managerial Scenarios Profile Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Manager, Team Lead"
Manual Testing (New),https://www.shl.com/products/product-catalog/view/manual-testing-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Manual Testing (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,False,False,"A
P","['A', 'P']",Individual Test Solutions,"['Ability & Aptitude', 'Personality & Behavior']",['General'],"Assessment Name: Manufac. & Indust. - Mechanical & Vigilance 8.0. Assessment Type: Ability & Aptitude, Personality & Behavior. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Manufac. & Indust. - Safety & Dependability 8.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Manufacturing & Industrial - Essential Focus 8.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,False,False,"A
P","['A', 'P']",Individual Test Solutions,"['Ability & Aptitude', 'Personality & Behavior']",['General'],"Assessment Name: Manufacturing & Industrial - Mechanical Focus 8.0. Assessment Type: Ability & Aptitude, Personality & Behavior. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,False,False,"A
P","['A', 'P']",Individual Test Solutions,"['Ability & Aptitude', 'Personality & Behavior']",['General'],"Assessment Name: Manufacturing & Industrial - Vigilance Focus 8.0. Assessment Type: Ability & Aptitude, Personality & Behavior. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Marketing (New),https://www.shl.com/products/product-catalog/view/marketing-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Marketing (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Maven (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Mechanical Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Mechatronics Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Medical Terminology (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Metallurgical Engineering (New),https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Metallurgical Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
MFS 360 Enterprise Leadership Report,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,False,False,D,['D'],Individual Test Solutions,['Development & 360'],['General'],Assessment Name: MFS 360 Enterprise Leadership Report. Assessment Type: Development & 360. Development & 360 assessment: Developmental feedback and growth assessment. Suitable for roles such as General
MFS 360 UCF Group Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,False,False,D,['D'],Individual Test Solutions,['Development & 360'],['General'],Assessment Name: MFS 360 UCF Group Report. Assessment Type: Development & 360. Development & 360 assessment: Developmental feedback and growth assessment. Suitable for roles such as General
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,False,False,D,['D'],Individual Test Solutions,['Development & 360'],['General'],Assessment Name: MFS 360 UCF Performance Potential Dev Tips Report. Assessment Type: Development & 360. Development & 360 assessment: Developmental feedback and growth assessment. Suitable for roles such as General
MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,False,False,D,['D'],Individual Test Solutions,['Development & 360'],['General'],Assessment Name: MFS 360 UCF Standard Report. Assessment Type: Development & 360. Development & 360 assessment: Developmental feedback and growth assessment. Suitable for roles such as General
Micro Focus Unified Functional Testing (New),https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Micro Focus Unified Functional Testing (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Microservices (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Microsoft Dynamics Development (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Microsoft Excel 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,False,False,"K
S","['K', 'S']",Individual Test Solutions,"['Knowledge & Skills', 'Simulations']",['General'],"Assessment Name: Microsoft Excel 365 - Essentials (New). Assessment Type: Knowledge & Skills, Simulations. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,False,False,"K
S","['K', 'S']",Individual Test Solutions,"['Knowledge & Skills', 'Simulations']",['General'],"Assessment Name: Microsoft Excel 365 (New). Assessment Type: Knowledge & Skills, Simulations. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Microsoft Outlook 2013 (adaptive). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,False,False,"K
S","['K', 'S']",Individual Test Solutions,"['Knowledge & Skills', 'Simulations']",['General'],"Assessment Name: Microsoft PowerPoint 365 - Essentials (New). Assessment Type: Knowledge & Skills, Simulations. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Microsoft SQL Server 2014 Programming. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Microsoft Windows Server 2012 Administration. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,False,False,"K
S","['K', 'S']",Individual Test Solutions,"['Knowledge & Skills', 'Simulations']",['General'],"Assessment Name: Microsoft Word 365 - Essentials (New). Assessment Type: Knowledge & Skills, Simulations. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,False,False,"S
K","['S', 'K']",Individual Test Solutions,"['Simulations', 'Knowledge & Skills']",['General'],"Assessment Name: Microsoft Word 365 (New). Assessment Type: Simulations, Knowledge & Skills. Simulations assessment: Realistic simulations of job tasks. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General"
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Mineral Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Mining Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Mobility (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Molecular Biology (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MongoDB (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Motivation Questionnaire MQM5. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: MQ Candidate Motivation Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: MQ Employee Motivation Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: MQ Motivation Report Pack. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: MQ Profile. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MS Access (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MS Excel (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MS Office Basic Computer Literacy (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,False,False,S,['S'],Individual Test Solutions,['Simulations'],['General'],Assessment Name: MS Office Basic Computer Literacy (Sim) (New). Assessment Type: Simulations. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MS PowerPoint (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MS Word (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: MuleSoft Development (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,False,False,"A
K
S","['A', 'K', 'S']",Individual Test Solutions,"['Ability & Aptitude', 'Knowledge & Skills', 'Simulations']",['General'],"Assessment Name: Multitasking Ability. Assessment Type: Ability & Aptitude, Knowledge & Skills, Simulations. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Networking and Implementation (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Node.js (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Nursing (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Occupational Personality Questionnaire OPQ32r. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Operations Management (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Candidate Plus Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Candidate Report 2.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Emotional Intelligence Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Leadership Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],"['Manager', 'Team Lead']","Assessment Name: OPQ Manager Plus Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Manager, Team Lead"
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],"['Manager', 'Team Lead']","Assessment Name: OPQ Manager Plus Report 2.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Manager, Team Lead"
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Maximising your Learning Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['Sales Professional'],"Assessment Name: OPQ MQ Sales Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Sales Professional"
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Premium Plus Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Premium Plus Report 2.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Profile Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Team Impact Group Development Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Team Impact Individual Development Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Team Impact Selection Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Team Types & Leadership Styles Profile. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Team Types and Leadership Styles Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ UCF Development Action Planner Report 1.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
